//default model behaviour
steady: none
chosen_param: SaO2sup, Pa_CO2, P_a
param_uncertainty: SaO2sup, 0.01, P_a, 0.5, Pa_CO2, 1.0
time_step: 1.0
******
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
0.96 40.0 50.0
